link;named_entity1;named_entity2;named_entity3;named_entity4;named_entity5;named_entity6;named_entity7;named_entity8;named_entity9;named_entity10;named_entity11;named_entity12;named_entity13;named_entity14;named_entity15;named_entity16;named_entity17;named_entity18;named_entity19;named_entity20;named_entity21
https://www.britishmuseum.org/collection/object/P_D-5-231;Venus;Bacchus;Ceres;putto;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-1-155;Cupid;Psyche;putto;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_U-2-152;Cupid;couple;woman;man;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-24;man;woman;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-138;Aeneas;mermen;merwomen;Cybele;winged lion;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-80;Goddess of Hunger;Ceres;creature;figure;Erysichthon;Hunger;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1947-0412-3-47;Juno;Jupiter;Tiresias;woman;prophet;man;dog;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-12;Jupiter;Io;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-8-44;Apollo G;Marsyas;dog;satyr;man;Tmolus;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_R-1b-53;Anthony van Dyck;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-19;Erato;surveyors;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_U-5-21;Venus;Cupid;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-3-180;Adonis;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1948-0410-4-54;Vestal Virgin Tuccia;man;she-wolf;Romulus;Remus;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-4-252;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-6-117;figure;man;woman;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-250;Jupiter;eagle;scholars;musician;figure;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1947-0319-26-161;Cupid;Bacchus;man;goat;priest;faun;satyr;Silenus;ass;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-139;Aeneas;river god Numicus;god;Venus;son;dove;gods;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-29;gentleman;lady;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-264;Erato;muse;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-261;Terpsichore;muse;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-1-95;Venus;Adonis;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-267;Hercules;Telephos;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-94;Ganymede;Jupiter;eagle;figure;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-266;Urania;muse;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1948-0410-4-11;soldier;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-5-120;St Cecilia;angel;figure;husband;brother-in-law;Roman Prefect;Jupiter;soldier;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-3-42;Apollo G;Pan;putto;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1863-0725-213;Hans Sloane;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-39;Apollo G;Leucothoë;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1947-0412-3-46;Juno;Jupiter;peacock;eagle;couple;man;woman;attendant;figure;putto;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_R-8-118;Cupid;boy;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_P-5-55;Mary of Modena;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-3-17;Diana;dragon;putto;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-96;Pygamalion;Galatea;couple;woman;Venus;bird;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-6-161;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-2-20;Proserpina;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-196;woman of Cologne;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_H-7-104;Diana;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_O-8-155;James I;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-100;Orpheus;follower;Bacchus;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1948-0410-4-61;Hercules;centaur;Hippodamia;figure;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-153;manager;man;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1952-0705-1-43;Gemini;Dioscuri;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_U-5-25;Venus;Cupid;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_R-8-86;Charles V of Lorraine;woman;Holy Roman Emperor;Fame;Victory;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-6-88;Hagar;Ishmael;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1947-0412-3-23;Phaeton;Helios;Zeus;Atlas;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1948-0410-4-73;Jupiter;eagle;figure;man;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-6-77;Venus;Psyche;putto;harpy;Jupiter;Cupid;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-16;Euterpe;Hermes;Argus;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-3-116;Ceres;Stellio;lizard;figure;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1947-0319-26-125;horse;Bucephalus;Alexander;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-6-139;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1952-0705-1-41;Virgo;woman;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-10-146;Venus;Aeneas;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-243;Nymph;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-110;Aesacus;Hesperia;snake;bird;Tethys;figure;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-8-92;satyr;Bacchus;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-14;Melpomene;Pyramus;Thisbe;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1948-0410-4-191;woman;man;snake;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-8-89;Mercury;Argus;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1952-0705-1-74;Jupiter;Mercury;Saturn;Venus;Mars;gods;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-6-42;Cupid;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-246;Neptune;Amphitrite;fish;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-201;Apollo G;Marsyas;god;satyr;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-8-90;Venus;Cupid;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-8-91;Apollo G;Daphne;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_U-2-153;Cupid;woman;man;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-3-91;Athena;Ulysses;Penelope;suitors;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-4-269;sailor;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-7-107;Cupid;Death;bird;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-15-12;Juno;peacock;Crastion;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-3-110;Athena;Ulysses;Ithacan rebels;Zeus;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-116;Achilles;Apollo G;crowd;soldier;horse;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1947-0412-3-16;Jupiter;eagle;nymph;Io;cow;Hera;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-11;Apollo G;Daphne;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-101;Silenus;King Midas;Bacchus' followers;donkey;guard;figure;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1947-0412-3-28;Juno;Callisto;bear;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-4-256;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1948-0410-4-52;Cloelia;sister;horse;woman;Tiber;Roman she-wolf;Romulus;Remus;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-6-72;putto;Grace;Cupid;putto;Cerberus;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-41;Eros;Pan;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-6-51;Venus;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-29;Diana;Actaeon;woman;Baur;Nymph;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_U-5-163;Diana;companion;dog;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1952-0705-1-68;Eridanus;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-8-207;sibyl;Justice;woman;peacock;Juno;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-8-74-75;Niobe;worshippers;Apollo G;Diana;figure;people;woman;boy;priest;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-6-119;boar;man;dog;horseman;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_U-5-19;Venus;Cupid;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-6-41;Grace;Cupid;Grace;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-73;Actaeon;Diana;stag;hounds;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_U-5-23;Venus;Cupid;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-201;girl of Cologne;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-4-136;man;Jupiter;boy;man;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-5-150;Diana;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1947-0412-3-50;Phoebus;Mars;Venus;Gods;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-25;Mercury;Aglauros;figure;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-69;Aurora;Cephalus;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Ii-2-43;Neptune;horse;Amphitrite;putto;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-6-116;figure;man;woman;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1947-0319-26-124;horse;Alexander;Bucephalus;figure;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-6-65;Cybele;lion;echnida;rabbit;eagle;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_U-2-156;Actaeon;Diana;Nymph;rabbit;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-18;Europa;woman;bull;man;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-69;Europa;Jupiter;bull;woman;servant;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-244;Nymph;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-8-85;Jupiter;Cupid;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1874-0808-1183;Hans Sloane;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_R-8-67;goat;Pan;putto;woman;Silenus;panther;satyr;donkey;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-23;peasant;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1947-0412-3-37;Mercury;Herse;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-1-127;Hans Sloane;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1973-U-705;Muse;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Ii-5-47;Cupid;Venus;dog;horse;Cupid;figure;horse;man;Apollo G;Phaethon;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-107;Juno;Iris;peacock;figure;Alcyone;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-102;Pan;Apollo G;Marsyas;figure;King Midas;figure;god;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-58;Marsyas;Apollo G;figure;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-128;Jupiter;Amalthea;Nymph;man;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-252;Apollo G;King;figure;councillor;monkey;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-3-181;Venus;Vulcan;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Ii-2-41;Vulcan;Venus;Cupid;man;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-51;Ceres;woman;boy;Stellio;lizard;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-15-15;Juno;Fates;creature;putto;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-9-55;Dejanira;centaur;Nessus;Hercules;man;man;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-260;Clio;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-22;persons;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-141;Hersilia;Iris;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1947-0412-3-26;Jupiter;Diana;Callisto;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1947-0412-3-51;Leucothoe;Apollo G;Eurynome;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1947-0412-3-20;Clymene;Phaeton;Helios;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-245;Algerian woman;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-67;Juno;figure;cattle;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-15-13;Juno;Jupiter;putto;sphinxes;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-96;Diana;Callisto;Nymph;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-8-34;Venus;Cupid;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1947-0319-26-134;Hercules;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-151;workman;labourers;foreman;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-30;Venus;pigeon;Cupid;man;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1902-1011-1876;Hans Sloane;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_K-68-135;Hans Sloane;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-129;Apollo G;Daphne;Peneus;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-3-109;Latona;farmer;frog;child;mother;figure;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1972-U-987;Hercules;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-31;Jupiter;Semele;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-74;Danae;Jupiter;servant;goat;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-7-78;Prince Maximillian of Bavaria;Hercules;Virtus;Voluptas;Olympian gods;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-14;Mercury;Argus;Juno;peacock;dog;cattle;bird;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-1-55;Victory;man;soldier;captive;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_O-6-168;Vincenzo Giustiniani;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_U-1-116;Christ;woman of Samaria;man;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1947-0319-26-2;Rome;Dacia;captive;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-17-2;Virgin;Gabriel;dove;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1947-0319-26-14;wife;Cossutia;Isabella of Portugal;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1948-0410-4-101;Cosimo I de' Medici;Pope Pius V;entourage;man;dwarf;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-7-77;Joseph (Son of Jacob);Potiphar's wife;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1947-0319-26-27;Panphili;figure;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-60-29;Gemma Frisius;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1947-0319-26-44;figure;Cupid;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-10-98;Virgin;Christ;St Joseph;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-5-19-21;retinue;Polish ambassador;knight;archer;ambassadors;courtiers;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1947-0319-26-21;people;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_U-4-60;Virgin;St Dominic;Rosary;laymen;cleric;mysteries;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-8-14;man;woman;donkey;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-3-57;Poseidon;Greek soldiers;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Qq-6B-1;putto;mythological figures;Fame;Mars;river god;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-19;Callisto;Arcas;bear;nymph;Juno;Jupiter;bird;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-6-89;Apollo R;woman;Cupid;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-15-11;Vulcan;Neptune;Athena;figure;Jupiter;putto;swan;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-74;Bacchus;Ariadne;Corona;figure;Minotaur;warrior;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Ii-5-19;Bacchus;satyr;maenads;revellers;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-5-43;Oceanus;sea monster;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Ii-2-40;Pan;Syrinx;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-6-87;Noah;family;animal;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_U-5-20;Venus;Cupid;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1947-0412-3-9;Jupiter;eagle;Lycaon;wolf;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-116;Venus;Mars;Cupid;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_R-4-130;horse;stable-man;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_P-3-244;Sir Anthony van Dyck;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_L-85-65;charlatan;monkey;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-166;woman from London;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-510;huntsman;hawk;horse;pheasants;hounds;bird;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-7-121;shepherd;sheep;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1948-0410-4-92;Troop;Charles V;Cosimo de' Medici;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_S-2-23;Moll;Jewish protector;lover;monkey;Black boy;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1948-0410-4-138;servant;king;soldier;man;bird;creature;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-6-131;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-195;Daniel;Nebuchadnezzar II;wise men of Babylon;man;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_U-8-26;Phaethon;Apollo G;Autumn;Winter;Spring;Summer;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_L-85-46;cherry seller;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_U-5-33;Venus;Cupid;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-106;Samson;Philistine men;woman;army;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-5-4;Virgin;donkey;Christ;cherub;St Joseph;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-5-134;St George;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-13;Clio;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-149;virgins;Christ;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-3-86;Ulysses;Eumaios;swineherd;Athena;Telemachos;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-388;figure;angel;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-4-63;woman;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-235;Juno;peacock;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-293;Zacchaeus;Christ;crowd;people;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-53;Prosperpina;Ascalaphus;owl;bird;figure;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_R-4-113;Thetis;Achilles;Hephaestus;Charis;putto;assistant;man;triton;Hera;Zeus;putto;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1947-0412-3-8;Jupiter;gods;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-26;Pluto;horse;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-15-4;Juno;Aeolus;figure;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-13;Pan;Syrinx;figure;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-6-79;gods;Cupid;Venus;Jupiter;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-18;Polymnia;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-198;woman of Cologne;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-3-197;farmer;woman;child;man;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-1-262;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-1-80;Venus;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-15-7;Titius;Cupid;woman;sphinxes;vulture;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-104;Zebulun;fish;Neptune;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-146;Romans;Asclepius;serpent;crowd;figure;priest;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-6-141;fisherman;man;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_O-6-148;Petrus Hogerbeets;Apollo G;Asclepius;putto;Pegasus;centaur;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-6-44;man;Bacchus;woman;child;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-69;Diana;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-50;Proserpina;Pluto;horse;Ceres;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-4-163;Neptune;seahorse;triton;nereid;man;Venus;Cupid;dove;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Ii-5-51;Jupiter;eagle;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-200;Marsyas;satyr;Apollo G;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-6-102;St Ignatius Loyola;St Francis Xavier;saint;hostess;angel;man;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1947-0412-3-38;Minerva;Envy;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-81;Erysichthon;Mestra;man;Neptune;seahorse;figure;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-15;Calliope;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-263;Polyhymnia;;;;;;;;;;;;;;;;;;;;
