link;named_entity1;named_entity2;named_entity3;named_entity4;named_entity5;named_entity6;named_entity7;named_entity8;named_entity9;named_entity10;named_entity11;named_entity12;named_entity13;named_entity14;named_entity15;named_entity16;named_entity17;named_entity18;named_entity19;named_entity20;named_entity21
https://www.britishmuseum.org/collection/object/P_A-8-207;Nymph;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Ii-5-52;Holy Family;St Catherine of Alexandria;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-4-443;Dwarf;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-53;horseman;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-10-130;son;father;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-299;Christ;disciple;figure;couple;donkey;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-4-175;blacksmith;Aeneas;figure;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-4-78;preacher;congregation;Death;man;boy;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-75;woman;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-19;Simon the Pharisee;Christ;St Mary Magdalene;man;boy;woman;woman;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_R-8-94;Charles V of Lorraine;angel;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-121;Holy Family;St John the Baptist;Christ;angel;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Qq-6K-10;figure;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Ii-5-23;judge;man;family;Justice;Temperance;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-235;girl from Zurich;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-5-110;people;pilgrim;child;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-4-88;gentleman;wife;man;boy;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-2-186;mathematicians;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-50;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1856-0913-276;Guercino;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-4-113;St James the Less;figure;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-2-29;peasant girl;goat;donkey;dog;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-4-151;Duke of Savoy;army;Marquis d'Effiat;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-57;man;peasant;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-6-49;God the Father;dove;cherub;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1948-0410-4-9;Israelites;God;child;camel;Moses;Egyptian army;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-240;Hungarian woman;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-138;Scipio Africanus;Fame;Roman officer;Temperance;river god;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-231;St Mary Magdalene;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-6-54;crane;king;queen;child;attendant;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-3-167;dog;company;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-45;Virgin;Christ;St Joseph;ass;ox;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-156;Christ;St Veronica;figure;soldier;horse;dog;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-4-454;Dwarf;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-4-452;Dwarf;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-4-244;figure;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-8-82;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-4-453;Dwarf;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-71;Pigritia;donkey;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Qq-6K-17;figure;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-2-162;figure;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-32;Esau;Rebecca;Jacob;dog;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-5-5;St John the Baptist;lamb;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-2-275;figure;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1973-U-660;soldier;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-4-101;Bride;mother;woman;Death;man;boy;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_I-7-293;coachman;horse;passenger;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Ii-2-15;Virgin;Christ;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_P-3-103;Sir George Croke;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1973-U-696;figure;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-62;Virgin;Christ;St Joseph;Zacharias;St John the Baptist;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-4-116;St Matthew;executioner;crowd;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-28;St Sebastian;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-6-149;man;female;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-115;Silence;Loquacity;woman;boy;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-142;English lady;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-109;Christ;St John the Evangelist;Virgin;Holy Woman;St Joseph of Arimathaea;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-75;Israelites;man;woman;couple;man;woman;Artemis;procession;bull;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Ii-2-26;Virgin;Christ;angel;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-244;Christ;St Joseph of Arimathaea;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-4-296;rider;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-9;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-65;passenger;rider;horse;figure;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_U-4-125;St Anthony;baby;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-4-87;councillor;Death;man;devil;beggar;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-4-118;St Philip;executioner;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-6-27;bishop;Matthew Wren, Bishop of Ely;Thomas Morton, Bishop of Durham;John Williams, Archbishop of York;man;Puritans;Laud;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-327;Bonaventura Peeters;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-6-46;St Joseph;Christ;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Ii-2-22_1;Virgin Mary;Christ;St John the Baptist;angel;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-8-12;people;passerbyes;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-2-276;workman;man;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-71;Virgin;Christ;St John the Baptist;t Anthony Abbot;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-127;English lady;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1973-U-670;satyr;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-1-45;Isaac;Abraham;angel;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-18;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-4-153;emperor Mathias;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-220;nereid;dolphin;triton;tritoness;Polyphemus;Galatea;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-345;child;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-4-109;St Francis of Assisi;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_I-7-306;Arab man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-273;Gottfried-Heinrich;horse;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-3-145;St Peter;St Paul;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-300;tax collector;Pharisee;figure;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-301;Christ;woman ;man;figure;widow;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-4-143;St Paul;crowd;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1973-U-692;man;man;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_U-1-177;St John the Evangelist;eagle;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-10-151;Pope Innocent X;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Qq-6E-1;man;river deities;artist;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-302;Christ;man;invalid;onlooker;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-241;Martha;sister;St Mary Magdalene;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-4-28;Christ;apostle;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_U-1-175;St Francis;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-4-320;soldier;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-10-119;Holy Family;St Elizabeth;St John the Baptist;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-212;matron;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-139;Christ;Pilate;man;soldier;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-336;woman;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-2-289;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-500;cherub;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-4-183;King Latinus;Turnus;councillor;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-144;English lady;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-3;Christ;woman of Samaria;apostle;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-3-115;St Peter;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-14;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Qq-6D-1;sailor;figure;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-53;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-227;Susanna;elders;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-6-189;beggar;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-8-5;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-2-265;donkey;herdsman;figure;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-4-184;Aeneas;warrior;Mezentius;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_P-3-284;John Tradescant the elder;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-2;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-3-208;Native American;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-92;Jacobus Strada;female;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Qq-6D-5;sailor;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-4-196;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_R-8-96;man;army;procession;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-6-212;baker;figure;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-4-317;soldier;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-114;St Sebastian;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-4-331;woman;man;putto;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-215;blind;companion;boy;man;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_U-4-160;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-4-31;Lazarus;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-2-111;female;faun;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-98;woman;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Qq-6A-16;Marquess of Chamlay in Paris;Diana (Diana of Versailles);;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-81;woman;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-136;English lady;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-158;farmer;woman;boy;man;bull;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-4-445;actor;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-3-109;Ulysses;father;Ithacan rebels;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-8-76;Cephalus;Procris;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-98;Doge Francesco Donato;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-133;angel;Christ;Virgin;Nicodemus;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_U-1-185;apostle;Virgin;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-4-80;Death;abbot;Minerva;Hercules;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-4-66;Mary;Christ;St John the Baptist;St Elizabeth ;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-180;Christ;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Ii-2-34;Dialectica;man;putto;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-10-128;St Peter;angel;soldier;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-1-309;Christ;Virgin;St John the Baptist;St Catherine;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-105;Dan;horse;snake;rider;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-4-316;soldier;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1948-0410-4-1;Cosimo II;Justice;Prudence;Glory;Liberalitas;putto;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Ii-2-24;Grammar;child;pupil;putto;man;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_I-7-208;man;cobbler;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-4-114;St John the Evangelist;crowd;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-257;Templar knight;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-160;man;figure;donkey;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-4-76;cardinal;Death;man;Minerva;Hercules;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_R-8-43;peasant;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_U-1-186;San Diego;child;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Qq-6B-4;figure;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-4-458;Dwarf;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Qq-6C-13;shepherdess;cow;goat;sheep;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-220;bride from Strasbourg;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-125;Esther;Ahasuerus;courtiers;artist;Corregio;Tintoret;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_U-1-179;St James the Great;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_U-1-195;S Diego d'Alcalà;monk;people;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1973-U-662;soldier;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-241;Greek woman;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-195;woman;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-4-328;soldier;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-39;Salome;St John the Baptist;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-2-159;figure;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Qq-6C-11;farmer;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-177;Parisian merchant's wife;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-2-107;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-1-263;St Martin;beggar;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-26;couple;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Qq-6F-4;man;woman;dove;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-4-53;Christ;cardinal;monk;Caiaphas;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-152;man;servant;donkey;dog;robbers;Samaritan;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-5-66;St James the Great;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Gg-6-7-8;half-child, half-plant;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-67;Moses;Israelites;family;child;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Gg-6-7-13;putto;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-219;woman from Strasbourg;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-175;Daniel;lion;angel;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-68;Christ;St Stephen;Madonna ;St Jerome;St Maurice;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1973-U-707;woman;man;putto;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-47;beggar;Eulenspiegel;owl;beggar;child;woman;child;donkey;figure;dog;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-95;man;Filippo Strozzi;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_R-8-82;woman;child;satyr;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Ee-8-30;people;stone marker;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-4-319;soldier;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-4-30;Christ;figure;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-4-274;Troop;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-88;Benedetto Varchi;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1973-U-667;soldier;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-5-6;Virgin Mary;donkey;Christ;St Joseph;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_U-1-194;St Peter;St Paul;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-208;woman of Upper Austria;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-4-23;Eve;Cain;Abel;Adam;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-4-146;gardener;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-4-43;Judith;Holofernes;servant;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-29;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-5-73;St Simon;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-233;woman from Zurich;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-3-193;woman;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-4-18;Jacob;angel;figure;Rachel;father;figure;sheep;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-43-41;figure;horse;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-514;huntsman;hounds;stag;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-53-1-30;putto;Cupid;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-4-272;stag;dog;hunter;horse;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-11-18;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-52-1;winged females;Victory;putto;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-122;Hecuba;Polydorus;woman;companion;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-35;sailor;sea creature;creature;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-2-87;angel;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-43-21;Emperor Charles V ;entourage;Grand Vizier;Turkish army;figure;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-115;centaur;Lapiths;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-103;Peleus;Thetis;sea-nymph;sea-god;figure;bird;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-43-53;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-15-17;woman;Lucina;woman;child;putto;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-7-137;fisherman;fisherman;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-4-5;Louis de Lorraine prince de Phalsbourg;horse;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-585;Charles II, when Prince of Wales;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-3-87;Ulysses;beggar;Eumaios;Telemachos;Ithaca;Argos;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-3-82;Ulysses;Alcinous;King;servant;Queen Arete;companion;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-6-109;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-4-93;priest;Christ;figure;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-4-35;Lot;daughter;wife;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-43-107;figure;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-126;woman from Frascati;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-137;Nymph;Apulian shepherd;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-4-149;Lazarus;figure;Christ;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-119;couple;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-44;Perseus;Atlas;Medusa;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-43-65;figure;cattle;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-31-33;Pentheus;Tiresias;procession;Bacchus;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-4-282;soldier;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-5-583;Louis XIV;figure;snake;eagle;lion;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-5-131;beggar;blind man;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-4-44;Christ;disciple;man;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-7-136;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-53-34;artist;Virgin;Christ;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-7-140;woman;mountain goat;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Q-4-203;man;woman;man;beggar;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-7-64;beggar;Lilborn;Prinsces;;;;;;;;;;;;;;;;;;
